,box_id,match_id,dice_score,iou,detected_class,confidence_score,experiment
1856,1856,0,0.4357515164596399,0.2765885568625042,cup,0.9865712523460388,4
1857,1857,1,0.8870949587149487,0.7885680956547099,orange,0.9183462262153625,4
1858,1858,1,0.16629687587921765,0.08986567446553573,airplane,0.6645811200141907,4
1859,1859,7,0.5979386577315434,0.41277641277641275,train,0.4910902976989746,4
1860,1860,-1,0.0,0.0,None,0.0,4
1861,1861,0,0.0,0.0,bench,0.7577204704284668,4
1862,1862,0,0.0,0.0,bench,0.7577204704284668,4
1863,1863,-1,0.0,0.0,None,0.0,4
1864,1864,0,0.0,0.0,person,0.8076847195625305,4
1865,1865,-1,0.0,0.0,None,0.0,4
1866,1866,0,0.0,0.0,person,0.7852618098258972,4
1867,1867,0,0.0,0.0,train,0.8150440454483032,4
1868,1868,-1,0.0,0.0,None,0.0,4
1869,1869,0,0.0,0.0,bench,0.8347785472869873,4
1870,1870,-1,0.0,0.0,None,0.0,4
1871,1871,0,0.0,0.0,toilet,0.9052577614784241,4
1872,1872,-1,0.0,0.0,None,0.0,1
1873,1873,1,0.09241572154550408,0.048191391941391944,person,0.3197638988494873,1
1874,1874,0,0.0,0.0,horse,0.464255154132843,1
1875,1875,0,0.10655318255492552,0.05559633491950997,bed,0.2689487338066101,1
1876,1876,-1,0.0,0.0,None,0.0,1
1877,1877,-1,0.0,0.0,None,0.0,1
1878,1878,0,0.016888491356021038,0.00846533367956375,cup,0.5901814699172974,1
1879,1879,0,0.0,0.0,cup,0.5901814699172974,1
1880,1880,0,0.5882250294493504,0.40953222836095765,scissors,0.3449244499206543,1
1881,1881,0,0.7654665329420708,0.606483226535997,potted plant,0.8537389039993286,1
1882,1882,-1,0.0,0.0,None,0.0,1
1883,1883,0,0.0,0.0,orange,0.6370442509651184,1
1884,1884,3,0.9240193313839987,0.843201428146385,cup,0.329660564661026,1
1885,1885,-1,0.0,0.0,None,0.0,1
1886,1886,0,0.0,0.0,boat,0.4337746202945709,1
1887,1887,-1,0.0,0.0,None,0.0,1
1888,1888,0,0.8964122742054976,0.8030659627250175,vase,0.7169615626335144,1
1889,1889,0,0.18869809328142864,0.1033503691084611,elephant,0.47391873598098755,1
1890,1890,-1,0.0,0.0,None,0.0,1
1891,1891,-1,0.0,0.0,None,0.0,1
1892,1892,4,0.8993563501771797,0.8029150316328982,cake,0.29041042923927307,1
1893,1893,-1,0.0,0.0,None,0.0,1
1894,1894,-1,0.0,0.0,None,0.0,1
1895,1895,-1,0.0,0.0,None,0.0,2
1896,1896,0,0.0,0.0,person,0.5226625800132751,2
1897,1897,3,0.13035588380945126,0.06952895621462916,orange,0.8179031014442444,2
1898,1898,-1,0.0,0.0,None,0.0,2
1899,1899,-1,0.0,0.0,None,0.0,2
1900,1900,-1,0.0,0.0,None,0.0,2
1901,1901,-1,0.0,0.0,None,0.0,2
1902,1902,0,0.0,0.0,orange,0.7172895073890686,2
1903,1903,1,0.28476728781686733,0.16568732193732194,vase,0.3122481405735016,2
1904,1904,0,0.22556103693769844,0.12636420505942872,bed,0.8402378559112549,2
1905,1905,0,0.6960361294299986,0.527460820320166,potted plant,0.9101405739784241,2
1906,1906,0,0.16271809227064235,0.08778462362710956,vase,0.48487886786460876,2
1907,1907,-1,0.0,0.0,None,0.0,2
1908,1908,-1,0.0,0.0,None,0.0,2
1909,1909,-1,0.0,0.0,None,0.0,2
1910,1910,-1,0.0,0.0,None,0.0,2
1911,1911,0,0.2643837686748745,0.15079210492143877,elephant,0.5108985304832458,2
1912,1912,-1,0.0,0.0,None,0.0,2
1913,1913,-1,0.0,0.0,None,0.0,2
1914,1914,0,0.0,0.0,clock,0.5224106311798096,2
1915,1915,-1,0.0,0.0,None,0.0,2
1916,1916,-1,0.0,0.0,None,0.0,2
1917,1917,5,0.14277629275531664,0.0766451730918736,umbrella,0.7105093002319336,3
1918,1918,6,0.5905232130920894,0.4137677281241638,umbrella,0.3364948034286499,3
1919,1919,7,0.5687286637512468,0.3930960663633931,umbrella,0.2752569615840912,3
1920,1920,0,0.38120980842402297,0.23367421963772475,chair,0.9042761325836182,3
1921,1921,1,0.3699188688926711,0.2251137275889751,chair,0.9009644389152527,3
1922,1922,-1,0.0,0.0,None,0.0,3
1923,1923,-1,0.0,0.0,None,0.0,3
1924,1924,-1,0.0,0.0,None,0.0,3
1925,1925,0,0.10900249825289685,0.057554604239782994,kite,0.7885447144508362,3
1926,1926,0,0.38584166294980266,0.23751535544517438,kite,0.7885447144508362,3
1927,1927,0,0.0,0.0,kite,0.7885447144508362,3
1928,1928,0,0.8844501341276292,0.7848991569239369,cake,0.915643036365509,3
1929,1929,0,0.8854998642731726,0.7865634761527344,cake,0.915643036365509,3
1930,1930,1,0.8429556722856809,0.7132269099201825,cake,0.8892634510993958,3
1931,1931,0,0.0,0.0,chair,0.9438750147819519,3
1932,1932,0,0.8090553864503588,0.6720340095857134,chair,0.9438750147819519,3
1933,1933,0,0.0,0.0,chair,0.9438750147819519,3
1934,1934,-1,0.0,0.0,None,0.0,3
1935,1935,-1,0.0,0.0,None,0.0,3
1936,1936,-1,0.0,0.0,None,0.0,3
1937,1937,-1,0.0,0.0,None,0.0,3
1938,1938,0,0.0,0.0,horse,0.9197896122932434,3
1939,1939,0,0.0,0.0,horse,0.9197896122932434,3
1940,1940,1,0.7333855976660465,0.5761411918509641,chair,0.8590994477272034,3
1941,1941,0,0.48455479281497604,0.3159497341710972,tennis racket,0.9156426787376404,3
1942,1942,0,0.7546639472804709,0.5975883915798079,cup,0.9613930583000183,3
1943,1943,0,0.8168032603425431,0.6819434177810632,boat,0.7555438280105591,3
1944,1944,-1,0.0,0.0,None,0.0,3
1945,1945,-1,0.0,0.0,None,0.0,3
1946,1946,0,0.8522394899371767,0.7396023193124642,boat,0.8611847162246704,3
1947,1947,0,0.9009566347330675,0.8062327959103421,clock,0.9278017282485962,3
1948,1948,0,0.043347208849536134,0.021974012853254007,banana,0.5427215099334717,3
1949,1949,0,0.7577364258157046,0.5997458703939009,boat,0.9281637072563171,3
1950,1950,-1,0.0,0.0,None,0.0,3
1951,1951,1,0.4146005543823253,0.2591710101762224,kite,0.33198609948158264,3
1952,1952,1,0.6988967558495239,0.5270720533111204,kite,0.33198609948158264,3
1953,1953,1,0.7118750835954455,0.5421661409043113,kite,0.33198609948158264,3
1954,1954,0,0.7687248875290045,0.616827702940969,boat,0.9036352634429932,3
1955,1955,0,0.18658250923667075,0.10268891182203875,boat,0.9036352634429932,3
1956,1956,0,0.874054683733735,0.7694447237022888,orange,0.9010528326034546,3
1957,1957,0,0.8723922801532171,0.7668606985146528,orange,0.9010528326034546,3
1958,1958,-1,0.0,0.0,None,0.0,3
1959,1959,0,0.03743264304592443,0.018992320659299494,boat,0.3612551689147949,3
1960,1960,-1,0.0,0.0,None,0.0,3
1961,1961,0,0.0,0.0,boat,0.5876704454421997,4
1962,1962,0,0.0,0.0,boat,0.5876704454421997,4
1963,1963,-1,0.0,0.0,None,0.0,4
1964,1964,-1,0.0,0.0,None,0.0,4
1965,1965,3,0.035123203914951204,0.01784570647188133,traffic light,0.7771538496017456,4
1966,1966,0,0.7591203904198228,0.601914920961316,kite,0.9332211017608643,4
1967,1967,12,0.04742303678998278,0.02422308255728785,person,0.3848892152309418,4
1968,1968,-1,0.0,0.0,None,0.0,4
1969,1969,-1,0.0,0.0,None,0.0,4
1970,1970,-1,0.0,0.0,None,0.0,4
1971,1971,0,0.0,0.0,umbrella,0.30562731623649597,4
1972,1972,0,0.0,0.0,umbrella,0.30562731623649597,4
1973,1973,-1,0.0,0.0,None,0.0,4
1974,1974,0,0.8832004337591854,0.7852269356274103,tv,0.9449205994606018,4
1975,1975,1,0.026459570073571966,0.013317853514774668,potted plant,0.7188267111778259,4
1976,1976,0,0.7543630985270008,0.5964850683675659,bird,0.9010188579559326,4
1977,1977,6,0.8844500473027633,0.7853083800575845,cup,0.26193925738334656,4
1978,1978,0,0.052935177951422066,0.027136837881219903,clock,0.8849514722824097,4
1979,1979,0,0.6553489905462322,0.4709991727180807,bird,0.7341665625572205,4
1980,1980,0,0.49255192019717775,0.31564764913584836,bird,0.7341665625572205,4
1981,1981,1,0.7814503857326824,0.6220534311157674,bird,0.6092605590820312,4
1982,1982,0,0.8234921194694157,0.6936368116299125,vase,0.9484878778457642,4
1983,1983,2,0.757590891806025,0.6044201861130994,vase,0.9354608058929443,4
1984,1984,3,0.8775917088846407,0.7715299728275938,vase,0.9141100645065308,4
1985,1985,1,0.7844703301252873,0.6398910823689585,vase,0.9442195296287537,4
1986,1986,-1,0.0,0.0,None,0.0,4
1987,1987,-1,0.0,0.0,None,0.0,4
1988,1988,-1,0.0,0.0,None,0.0,4
1989,1989,-1,0.0,0.0,None,0.0,4
1990,1990,-1,0.0,0.0,None,0.0,4
1991,1991,-1,0.0,0.0,None,0.0,4
1992,1992,0,0.33865453587972916,0.20104250200481155,boat,0.7749868035316467,4
1993,1993,0,0.0,0.0,book,0.9292128086090088,4
1994,1994,0,0.8730134521925675,0.7646295186738566,vase,0.6281080842018127,4
1995,1995,1,0.05427669882653082,0.02785284319192439,bench,0.2613754868507385,4
1996,1996,0,0.8008144710226082,0.643526405451448,kite,0.2732091546058655,4
1997,1997,-1,0.0,0.0,None,0.0,4
1998,1998,3,0.06567426937043061,0.03390906445896263,person,0.3730575442314148,4
1999,1999,0,0.7967289397578944,0.6517038777908343,bird,0.419988214969635,4
2000,2000,1,0.6806264531386141,0.5043000477783086,bird,0.26559948921203613,4
2001,2001,0,0.0,0.0,bird,0.419988214969635,4
2002,2002,0,0.7545923892671317,0.5972427878478427,chair,0.9227506518363953,1
2003,2003,0,0.0,0.0,chair,0.9227506518363953,1
2004,2004,0,0.0,0.0,chair,0.9227506518363953,1
2005,2005,-1,0.0,0.0,None,0.0,1
2006,2006,-1,0.0,0.0,None,0.0,1
2007,2007,-1,0.0,0.0,None,0.0,1
2008,2008,-1,0.0,0.0,None,0.0,1
2009,2009,-1,0.0,0.0,None,0.0,1
2010,2010,-1,0.0,0.0,None,0.0,1
2011,2011,2,0.8546090442602833,0.7367333183554258,orange,0.4373742938041687,1
2012,2012,0,0.6659324411452848,0.4914911541701769,orange,0.8727311491966248,1
2013,2013,1,0.1280029240526172,0.0676660670264508,dining table,0.6955071091651917,1
2014,2014,1,0.12685791305238847,0.06701978812712373,dining table,0.6955071091651917,1
2015,2015,0,0.0,0.0,bowl,0.42060959339141846,1
2016,2016,0,0.8535547841170863,0.7283311772315654,bowl,0.42060959339141846,1
2017,2017,0,0.0,0.0,bowl,0.42060959339141846,1
2018,2018,0,0.0,0.0,bowl,0.42060959339141846,1
2019,2019,-1,0.0,0.0,None,0.0,1
2020,2020,-1,0.0,0.0,None,0.0,1
2021,2021,-1,0.0,0.0,None,0.0,1
2022,2022,-1,0.0,0.0,None,0.0,1
2023,2023,-1,0.0,0.0,None,0.0,1
2024,2024,-1,0.0,0.0,None,0.0,1
2025,2025,-1,0.0,0.0,None,0.0,1
2026,2026,-1,0.0,0.0,None,0.0,1
2027,2027,-1,0.0,0.0,None,0.0,1
2028,2028,-1,0.0,0.0,None,0.0,1
2029,2029,0,0.849196172698048,0.7312090257661229,bench,0.6843274831771851,1
2030,2030,0,0.3702164087796302,0.22507494811284495,bench,0.6843274831771851,1
2031,2031,0,0.10183410090102407,0.05320727373106518,bench,0.6843274831771851,1
2032,2032,-1,0.0,0.0,None,0.0,1
2033,2033,-1,0.0,0.0,None,0.0,1
2034,2034,-1,0.0,0.0,None,0.0,1
2035,2035,-1,0.0,0.0,None,0.0,1
2036,2036,-1,0.0,0.0,None,0.0,1
2037,2037,-1,0.0,0.0,None,0.0,1
2038,2038,-1,0.0,0.0,None,0.0,1
2039,2039,0,0.0,0.0,clock,0.6111605763435364,1
2040,2040,0,0.40251554140662665,0.24914089347079038,clock,0.6111605763435364,1
2041,2041,0,0.8222156543675592,0.6875207251022438,clock,0.6111605763435364,1
2042,2042,1,0.8982557847247667,0.805836014645512,clock,0.542687177658081,1
2043,2043,1,0.45782211134556855,0.2952485151609878,clock,0.542687177658081,1
2044,2044,4,0.027597449549727208,0.013832658569500675,clock,0.2649632394313812,1
2045,2045,0,0.0,0.0,clock,0.6111605763435364,1
2046,2046,0,0.2371115089297372,0.13422723829974947,chair,0.885055661201477,1
2047,2047,0,0.8429636933964858,0.7204016430853492,chair,0.885055661201477,1
2048,2048,0,0.0,0.0,chair,0.885055661201477,1
2049,2049,0,0.0,0.0,chair,0.885055661201477,1
2050,2050,-1,0.0,0.0,None,0.0,1
2051,2051,-1,0.0,0.0,None,0.0,1
2052,2052,-1,0.0,0.0,None,0.0,1
2053,2053,-1,0.0,0.0,None,0.0,1
2054,2054,-1,0.0,0.0,None,0.0,1
2055,2055,-1,0.0,0.0,None,0.0,1
2056,2056,-1,0.0,0.0,None,0.0,1
2057,2057,-1,0.0,0.0,None,0.0,1
2058,2058,-1,0.0,0.0,None,0.0,1
2059,2059,-1,0.0,0.0,None,0.0,1
2060,2060,-1,0.0,0.0,None,0.0,1
2061,2061,-1,0.0,0.0,None,0.0,1
2062,2062,-1,0.0,0.0,None,0.0,1
2063,2063,0,0.8261040171231468,0.698722278914009,boat,0.3515803813934326,1
2064,2064,0,0.0,0.0,boat,0.3515803813934326,1
2065,2065,0,0.0,0.0,boat,0.3515803813934326,1
2066,2066,2,0.8643183960137332,0.7401617250673854,carrot,0.8196755051612854,1
2067,2067,1,0.8492339452598408,0.724802110817942,carrot,0.8346583247184753,1
2068,2068,3,0.8444394494223906,0.7161097527845695,carrot,0.8125306367874146,1
2069,2069,0,0.7999629466404474,0.6513031550068588,carrot,0.848045289516449,1
2070,2070,-1,0.0,0.0,None,0.0,1
2071,2071,0,0.0,0.0,horse,0.7897027730941772,1
2072,2072,0,0.0,0.0,horse,0.7897027730941772,1
2073,2073,0,0.0,0.0,car,0.9145500659942627,1
2074,2074,0,0.0,0.0,car,0.9145500659942627,1
2075,2075,0,0.22392137298797646,0.1254583292042414,person,0.9158687591552734,2
2076,2076,0,0.014041859126918495,0.007044364508393285,person,0.9158687591552734,2
2077,2077,0,0.01749600729196434,0.008774478470567726,person,0.9158687591552734,2
2078,2078,0,0.0,0.0,person,0.9158687591552734,2
2079,2079,-1,0.0,0.0,None,0.0,2
2080,2080,-1,0.0,0.0,None,0.0,2
2081,2081,-1,0.0,0.0,None,0.0,2
2082,2082,-1,0.0,0.0,None,0.0,2
2083,2083,0,0.0,0.0,cow,0.8604512214660645,2
2084,2084,0,0.0,0.0,cow,0.8604512214660645,2
2085,2085,2,0.013573700427270673,0.006787330316742082,cow,0.4019220769405365,2
2086,2086,0,0.0,0.0,cow,0.8604512214660645,2
2087,2087,0,0.0,0.0,person,0.7970079183578491,2
2088,2088,0,0.0,0.0,person,0.7970079183578491,2
2089,2089,0,0.0,0.0,person,0.7970079183578491,2
2090,2090,-1,0.0,0.0,None,0.0,2
2091,2091,-1,0.0,0.0,None,0.0,2
2092,2092,-1,0.0,0.0,None,0.0,2
2093,2093,-1,0.0,0.0,None,0.0,2
2094,2094,-1,0.0,0.0,None,0.0,2
2095,2095,-1,0.0,0.0,None,0.0,2
2096,2096,-1,0.0,0.0,None,0.0,2
2097,2097,-1,0.0,0.0,None,0.0,2
2098,2098,-1,0.0,0.0,None,0.0,2
2099,2099,-1,0.0,0.0,None,0.0,2
2100,2100,0,0.0,0.0,vase,0.863035261631012,2
2101,2101,0,0.38477799668367696,0.2373350638113779,vase,0.863035261631012,2
2102,2102,0,0.0,0.0,vase,0.863035261631012,2
2103,2103,-1,0.0,0.0,None,0.0,2
2104,2104,-1,0.0,0.0,None,0.0,2
2105,2105,-1,0.0,0.0,None,0.0,2
2106,2106,-1,0.0,0.0,None,0.0,2
2107,2107,-1,0.0,0.0,None,0.0,2
2108,2108,-1,0.0,0.0,None,0.0,2
2109,2109,-1,0.0,0.0,None,0.0,2
2110,2110,-1,0.0,0.0,None,0.0,2
2111,2111,-1,0.0,0.0,None,0.0,2
2112,2112,-1,0.0,0.0,None,0.0,2
2113,2113,-1,0.0,0.0,None,0.0,2
2114,2114,-1,0.0,0.0,None,0.0,2
2115,2115,-1,0.0,0.0,None,0.0,2
2116,2116,-1,0.0,0.0,None,0.0,2
2117,2117,-1,0.0,0.0,None,0.0,2
2118,2118,-1,0.0,0.0,None,0.0,2
2119,2119,-1,0.0,0.0,None,0.0,2
2120,2120,-1,0.0,0.0,None,0.0,2
2121,2121,-1,0.0,0.0,None,0.0,2
2122,2122,-1,0.0,0.0,None,0.0,2
2123,2123,-1,0.0,0.0,None,0.0,2
2124,2124,-1,0.0,0.0,None,0.0,2
2125,2125,-1,0.0,0.0,None,0.0,2
2126,2126,0,0.56018141880986,0.37843652880707623,person,0.8988277912139893,2
2127,2127,1,0.6136714681218194,0.43123123123123125,person,0.8621020317077637,2
2128,2128,0,0.0,0.0,person,0.8988277912139893,2
2129,2129,0,0.0,0.0,person,0.8988277912139893,2
2130,2130,-1,0.0,0.0,None,0.0,2
2131,2131,-1,0.0,0.0,None,0.0,2
2132,2132,-1,0.0,0.0,None,0.0,2
2133,2133,-1,0.0,0.0,None,0.0,2
2134,2134,-1,0.0,0.0,None,0.0,2
2135,2135,-1,0.0,0.0,None,0.0,2
2136,2136,-1,0.0,0.0,None,0.0,2
2137,2137,-1,0.0,0.0,None,0.0,2
2138,2138,0,0.0,0.0,pizza,0.28493085503578186,2
2139,2139,0,0.0,0.0,pizza,0.28493085503578186,2
2140,2140,0,0.0,0.0,pizza,0.28493085503578186,2
2141,2141,0,0.0,0.0,horse,0.28700146079063416,2
2142,2142,0,0.0,0.0,horse,0.28700146079063416,2
2143,2143,-1,0.0,0.0,None,0.0,2
2144,2144,0,0.0,0.0,horse,0.8219177722930908,2
2145,2145,8,0.007625246332086443,0.003825099063194301,clock,0.2666175365447998,2
2146,2146,0,0.0,0.0,broccoli,0.5182185769081116,2
2147,2147,0,0.0,0.0,broccoli,0.5182185769081116,2
2148,2148,0,0.0,0.0,broccoli,0.5182185769081116,2
2149,2149,-1,0.0,0.0,None,0.0,2
2150,2150,-1,0.0,0.0,None,0.0,2
2151,2151,-1,0.0,0.0,None,0.0,2
2152,2152,-1,0.0,0.0,None,0.0,2
2153,2153,-1,0.0,0.0,None,0.0,2
2154,2154,-1,0.0,0.0,None,0.0,2
2155,2155,0,0.0,0.0,person,0.8584157824516296,2
2156,2156,3,0.11506976212043425,0.05951279679309281,person,0.385483980178833,2
2157,2157,6,0.033882992578035155,0.01692524682651622,person,0.264017790555954,2
2158,2158,3,0.28022170050053935,0.15846257585974377,person,0.385483980178833,2
2159,2159,-1,0.0,0.0,None,0.0,2
2160,2160,-1,0.0,0.0,None,0.0,2
2161,2161,-1,0.0,0.0,None,0.0,2
2162,2162,-1,0.0,0.0,None,0.0,2
2163,2163,-1,0.0,0.0,None,0.0,3
2164,2164,-1,0.0,0.0,None,0.0,3
2165,2165,-1,0.0,0.0,None,0.0,3
2166,2166,0,0.20526697959856113,0.11379493933365091,potted plant,0.3201311528682709,3
2167,2167,0,0.20143042400736041,0.11143029936498337,potted plant,0.3201311528682709,3
2168,2168,3,0.020011023781968448,0.01009802472784592,clock,0.6346235871315002,3
2169,2169,0,0.0,0.0,person,0.8313846588134766,3
2170,2170,0,0.0,0.0,person,0.8313846588134766,3
2171,2171,-1,0.0,0.0,None,0.0,3
2172,2172,-1,0.0,0.0,None,0.0,3
2173,2173,0,0.5430807114624366,0.3701788089256687,bench,0.936553418636322,3
2174,2174,0,0.0,0.0,bench,0.936553418636322,3
2175,2175,-1,0.0,0.0,None,0.0,3
2176,2176,-1,0.0,0.0,None,0.0,3
2177,2177,-1,0.0,0.0,None,0.0,3
2178,2178,0,0.0,0.0,bench,0.9149524569511414,3
2179,2179,0,0.0,0.0,bench,0.9149524569511414,3
2180,2180,0,0.46227765161305706,0.2944164678858556,chair,0.7515117526054382,3
2181,2181,0,0.00343207965284861,0.0016915269875442103,chair,0.7515117526054382,3
2182,2182,0,0.0,0.0,bus,0.904090940952301,3
2183,2183,0,0.0,0.0,bus,0.904090940952301,3
2184,2184,1,0.9321697052144687,0.8627144368302442,cup,0.8620322346687317,3
2185,2185,-1,0.0,0.0,None,0.0,3
2186,2186,0,0.7905469310446215,0.644506741423041,tennis racket,0.9808866381645203,3
2187,2187,-1,0.0,0.0,None,0.0,3
2188,2188,1,0.2944050660167073,0.17195350211801794,clock,0.38875535130500793,3
2189,2189,0,0.5790796311400482,0.4041463267642982,cup,0.29364022612571716,3
2190,2190,0,0.15226870279173876,0.08173222739440612,cow,0.9660264849662781,3
2191,2191,-1,0.0,0.0,None,0.0,3
2192,2192,6,0.22776377050215132,0.12764302242080908,chair,0.897160530090332,3
2193,2193,6,0.5509936725161667,0.37709156544221667,chair,0.897160530090332,3
2194,2194,0,0.0,0.0,zebra,0.9047589302062988,3
2195,2195,-1,0.0,0.0,None,0.0,3
2196,2196,-1,0.0,0.0,None,0.0,3
2197,2197,0,0.5506197184823436,0.37340220170084,bird,0.7429625988006592,3
2198,2198,0,0.70898146214737,0.5434258774227344,boat,0.9504562616348267,4
2199,2199,3,0.3159306047624483,0.1860289964225193,giraffe,0.8273497223854065,4
2200,2200,0,0.0,0.0,bowl,0.7126883864402771,4
2201,2201,0,0.0,0.0,bowl,0.7126883864402771,4
2202,2202,2,0.6859596497260794,0.5183785524242065,boat,0.830254077911377,4
2203,2203,0,0.0,0.0,boat,0.8841833472251892,4
2204,2204,0,0.8563874672165546,0.7265909090909091,boat,0.8841833472251892,4
2205,2205,0,0.0,0.0,person,0.9495897889137268,4
2206,2206,0,0.0,0.0,person,0.9495897889137268,4
2207,2207,0,0.0,0.0,person,0.9495897889137268,4
2208,2208,-1,0.0,0.0,None,0.0,4
2209,2209,-1,0.0,0.0,None,0.0,4
2210,2210,0,0.7282941779540116,0.5666407364190328,teddy bear,0.9497585892677307,4
2211,2211,0,0.7993643974568991,0.6547797422834881,broccoli,0.9206092357635498,4
2212,2212,-1,0.0,0.0,None,0.0,4
2213,2213,-1,0.0,0.0,None,0.0,4
2214,2214,-1,0.0,0.0,None,0.0,4
2215,2215,-1,0.0,0.0,None,0.0,4
2216,2216,-1,0.0,0.0,None,0.0,4
2217,2217,0,0.6030748321022005,0.42783109404990405,toaster,0.6003508567810059,4
2218,2218,1,0.6909165242066022,0.5230558544458573,bench,0.4503908157348633,4
2219,2219,0,0.6765360438734265,0.5064916895181599,toaster,0.6003508567810059,4
2220,2220,-1,0.0,0.0,None,0.0,4
2221,2221,1,0.8746211014217976,0.7706809844270062,tennis racket,0.3108351230621338,4
2222,2222,0,0.013776763776763777,0.006895794443834413,person,0.9047964811325073,4
2223,2223,-1,0.0,0.0,None,0.0,4
2224,2224,0,0.7808896876198937,0.636941726437361,vase,0.9788803458213806,4
2225,2225,2,0.3879835066009533,0.23835662009314704,vase,0.8936789035797119,4
2226,2226,-1,0.0,0.0,None,0.0,4
2227,2227,-1,0.0,0.0,None,0.0,4
2228,2228,0,0.011595881306097155,0.005829971751084038,boat,0.5639045238494873,4
2229,2229,-1,0.0,0.0,None,0.0,4
2230,2230,-1,0.0,0.0,None,0.0,4
2231,2231,-1,0.0,0.0,None,0.0,4
2232,2232,0,0.39301512062767646,0.24299469869090123,bench,0.9307816028594971,4
2233,2233,0,0.0,0.0,bench,0.9307816028594971,4
2234,2234,-1,0.0,0.0,None,0.0,4
2235,2235,-1,0.0,0.0,None,0.0,4
2236,2236,-1,0.0,0.0,None,0.0,4
2237,2237,0,0.7486818902811943,0.5930035265154036,bench,0.9591473937034607,4
2238,2238,0,0.7465286590211555,0.5892912711996265,cat,0.44101178646087646,4
2239,2239,-1,0.0,0.0,None,0.0,4
2240,2240,-1,0.0,0.0,None,0.0,4
2241,2241,0,0.03788971309993023,0.019142572283150548,tie,0.34688520431518555,2
2242,2242,-1,0.0,0.0,None,0.0,2
2243,2243,-1,0.0,0.0,None,0.0,2
2244,2244,-1,0.0,0.0,None,0.0,2
2245,2245,-1,0.0,0.0,None,0.0,2
2246,2246,-1,0.0,0.0,None,0.0,2
2247,2247,1,0.029582797159510264,0.014974575540808412,apple,0.5220561027526855,2
2248,2248,0,0.0,0.0,apple,0.6547647714614868,2
2249,2249,0,0.0,0.0,apple,0.6547647714614868,2
2250,2250,1,0.8512839066388167,0.7292303602286322,apple,0.5220561027526855,2
2251,2251,-1,0.0,0.0,None,0.0,2
2252,2252,-1,0.0,0.0,None,0.0,2
2253,2253,0,0.038350524731098,0.01944345696567524,umbrella,0.3778686225414276,2
2254,2254,0,0.0,0.0,umbrella,0.3778686225414276,2
2255,2255,0,0.8151460245458926,0.675759092425759,sports ball,0.5725738406181335,2
2256,2256,1,0.007401227178701539,0.0036823489510150686,teddy bear,0.40351930260658264,2
2257,2257,1,0.747447682023913,0.5877888345420813,teddy bear,0.40351930260658264,2
2258,2258,0,0.0,0.0,person,0.6032917499542236,2
2259,2259,7,0.02177174636744054,0.01095360824742268,person,0.27601197361946106,2
2260,2260,-1,0.0,0.0,None,0.0,2
2261,2261,-1,0.0,0.0,None,0.0,2
2262,2262,-1,0.0,0.0,None,0.0,2
2263,2263,0,0.0,0.0,person,0.7514389157295227,2
2264,2264,2,0.022207805999282917,0.011205485059353254,person,0.7083191871643066,2
2265,2265,8,0.021591380228318923,0.010889292196007259,person,0.33304548263549805,2
2266,2266,0,0.24226917434001713,0.13621810905452728,train,0.5250663161277771,2
2267,2267,0,0.0,0.0,train,0.5250663161277771,2
2268,2268,0,0.706731067665298,0.5386704091283522,train,0.5250663161277771,2
2269,2269,0,0.13055471241785724,0.06972738414654345,toilet,0.31587114930152893,2
2270,2270,0,0.0894776064801736,0.04640250260688217,bowl,0.6862986087799072,2
2271,2271,1,0.08539284518278523,0.044287996804473734,apple,0.45084452629089355,2
2272,2272,0,0.04555008044767732,0.023028243290753547,bowl,0.6862986087799072,2
2273,2273,1,0.8805389459406846,0.7739577384351799,apple,0.45084452629089355,2
2274,2274,-1,0.0,0.0,None,0.0,2
2275,2275,0,0.04902230220397691,0.02511506637933328,boat,0.4655604660511017,2
2276,2276,0,0.1071322189247685,0.05653710247349823,boat,0.4655604660511017,2
2277,2277,0,0.0,0.0,boat,0.4655604660511017,2
2278,2278,-1,0.0,0.0,None,0.0,2
2279,2279,-1,0.0,0.0,None,0.0,2
2280,2280,-1,0.0,0.0,None,0.0,2
2281,2281,-1,0.0,0.0,None,0.0,2
2282,2282,0,0.03761913164683879,0.01914480897360209,vase,0.3260243237018585,2
2283,2283,0,0.0,0.0,vase,0.3260243237018585,2
2284,2284,0,0.0,0.0,vase,0.3260243237018585,2
2285,2285,0,0.0,0.0,vase,0.3260243237018585,2
2286,2286,0,0.8202130070834139,0.6851702599234334,frisbee,0.7271132469177246,2
2287,2287,2,0.18030757104120654,0.09849065778891652,cake,0.5812118649482727,2
2288,2288,-1,0.0,0.0,None,0.0,2
2289,2289,-1,0.0,0.0,None,0.0,2
2290,2290,-1,0.0,0.0,None,0.0,2
2291,2291,0,0.0,0.0,chair,0.9421722292900085,3
2292,2292,5,0.7615965859463388,0.5937408599005557,wine glass,0.8368971943855286,3
2293,2293,15,0.15291117157945636,0.07682926829268293,dining table,0.6210066080093384,3
2294,2294,-1,0.0,0.0,None,0.0,3
2295,2295,0,0.0,0.0,chair,0.8746079802513123,3
2296,2296,7,0.22804681840226562,0.12826006227325965,dining table,0.4580608308315277,3
2297,2297,-1,0.0,0.0,None,0.0,3
2298,2298,0,0.8902248938328259,0.7980105143799608,donut,0.960097074508667,3
2299,2299,-1,0.0,0.0,None,0.0,3
2300,2300,-1,0.0,0.0,None,0.0,3
2301,2301,-1,0.0,0.0,None,0.0,3
